id,target
1377,1
1386,0
1387,0
1392,0
1397,1
1398,1
1400,0
1403,1
1404,0
1410,0
1413,1
1416,0
1417,0
1423,1
1424,0
1426,0
1427,0
1428,1
1430,0
1434,0
1435,1
1437,0
1438,0
1442,0
1446,0
1451,0
1457,1
1461,1
1462,1
1465,1
1468,0
1469,0
1471,0
1476,1
1478,0
1481,0
1489,0
1490,1
1492,0
1496,1
1512,0
1516,0
1517,0
1528,1
1529,0
1536,0
1539,0
1541,1
1542,1
1548,1
1550,0
1551,0
1552,1
1557,0
1563,1
1564,1
1565,0
1566,0
1571,0
1578,1
1581,1
1583,0
1584,1
1586,1
1589,0
1592,0
1598,0
1606,0
1612,1
1616,1
1620,0
1624,1
1629,0
1630,0
1635,0
1640,0
1641,0
1642,1
1651,0
1655,1
1656,1
1659,0
1664,0
1667,0
1668,1
1674,1
1678,0
1680,1
1681,1
1682,0
1685,0
1695,1
1696,1
1697,0
1704,0
1708,0
1711,0
1713,0
1714,0
1717,0
1729,0
1730,1
1732,1
1734,1
1736,0
1738,0
1742,0
1743,0
1746,0
1748,1
1749,0
1751,1
1758,0
1764,0
1765,0
1777,1
1778,0
1781,0
1782,0
1783,1
1785,1
1788,1
1793,1
1794,0
1795,1
1797,0
1800,1
1801,1
1805,0
1806,0
1819,1
1820,0
1825,1
1828,1
1829,1
1830,0
1839,1
1843,0
1844,1
1846,1
1849,0
1850,0
1854,1
1855,1
1858,0
1859,1
1862,1
1867,1
1868,0
1871,0
1872,0
1874,0
1876,1
1879,0
1884,1
1891,0
1894,0
1896,0
1902,0
1903,1
1904,1
1906,1
1907,0
1912,0
1913,0
1923,1
1926,1
1928,0
1930,0
1931,0
1934,0
1936,1
1944,1
1946,0
1947,0
1958,1
1964,0
1970,1
1974,0
1977,0
1978,0
1982,0
1984,1
1988,1
1993,0
1997,0
1998,1
2002,0
2004,1
2005,1
2008,1
2011,0
2013,1
2018,0
2021,1
2025,0
2029,0
2030,1
2032,1
2037,0
2041,0
2044,1
2048,0
2052,1
2053,0
2054,1
2062,0
2065,0
2066,0
2072,1
2079,0
2080,1
2085,1
2088,0
2090,0
2092,0
2093,1
2101,0
2104,1
2105,0
2106,1
2107,1
2120,0
2124,0
2127,0
2130,0
2132,0
2135,0
2137,0
2140,0
2143,0
2147,1
2151,0
2152,1
2155,0
2156,1
2162,1
2165,0
2166,0
2167,1
2168,0
2170,1
2178,0
2180,1
2182,1
2184,1
2185,0
2187,0
2196,0
2197,1
2199,1
2200,1
2201,0
2202,1
2206,0
2208,0
2218,1
2223,1
2224,0
2226,1
2228,0
2232,0
2234,1
2243,0
2247,0
2249,1
2252,0
2253,1
2259,1
2261,1
2264,0
2268,0
2269,0
2270,1
2276,0
2283,0
2287,0
2290,1
2291,0
2293,1
2295,0
2302,0
2305,0
2310,0
2313,1
2316,0
2320,0
2322,0
2323,1
2326,0
2328,0
2331,0
2335,0
2338,1
2343,0
2344,0
2345,0
2353,1
2355,1
2357,0
2360,1
2365,0
2369,0
2371,0
2378,1
2380,0
2381,0
2383,1
2384,0
2392,0
2393,0
2401,1
2403,0
2404,1
2405,0
2407,0
2411,0
2424,0
2426,0
2431,1
2433,0
2434,0
2436,1
2439,0
2444,0
2447,0
2448,0
2449,1
2450,1
2461,0
2469,0
2472,0
2473,0
2474,1
2477,0
2481,1
2484,1
2495,1
2503,0
2509,0
2511,0
2518,0
2522,0
2525,1
2526,0
2529,1
2533,0
2549,1
2551,1
2558,0
2562,0
2563,0
2567,1
2574,1
2577,1
2578,0
2580,0
2581,0
2583,0
2584,0
2586,0
2589,0
2595,1
2596,0
2600,1
2601,0
2607,1
2610,1
2613,0
2615,1
2618,1
2620,0
2623,1
2626,0
2630,0
2634,0
2636,0
2638,1
2639,1
2646,1
2650,1
2652,0
2653,0
2654,0
2662,0
2665,0
2669,0
2674,1
2678,0
2681,0
2685,0
2686,0
2690,0
2697,0
2699,0
2704,0
2705,0
2710,1
2712,0
2713,0
2716,0
2717,0
2718,0
2721,1
2722,0
2735,0
2737,0
2738,1
2742,1
2745,0
2746,0
2747,0
2750,0
2751,0
2754,0
2762,1
2764,1
2772,0
2775,1
2776,0
2779,0
2781,1
2789,0
2790,1
2791,0
2798,0
2800,1
2804,0
2805,0
2806,1
2809,0
2810,0
2812,0
2814,0
2816,1
2818,0
2823,0
2824,0
2834,1
2837,1
2840,0
2845,0
2847,0
2848,0
2850,0
2859,0
2862,0
2868,0
2874,0
2876,0
2892,1
2894,1
2897,1
2901,1
2903,1
2904,1
2906,0
2914,1
2918,0
2919,1
2923,0
2926,1
2928,1
2930,1
2938,0
2940,1
2949,0
2951,0
2958,0
2961,0
2962,0
2964,0
2966,1
2967,1
2968,1
2972,1
2977,0
2978,0
2979,0
2981,0
2985,0
2986,1
2989,0
2994,0
2996,0
2997,0
2999,0
3002,0
3007,1
3008,1
3017,1
3020,1
3024,0
3028,1
3031,0
3032,1
3033,1
3035,1
3040,1
3041,1
3046,0
3050,1
3063,0
3065,1
3067,0
3069,1
3076,0
3078,1
3081,0
3087,0
3088,0
3094,0
3096,0
3098,1
3103,1
3110,0
3113,1
3121,0
3127,0
3128,0
3129,0
3135,0
3143,0
3146,1
3148,0
3149,0
3151,0
3156,0
3160,1
3164,0
3169,1
3178,1
3187,0
3194,1
3202,0
3203,0
3204,0
3206,0
3207,1
3208,0
3209,1
3213,0
3214,1
3215,0
3220,0
3223,0
3224,1
3226,0
3228,1
3230,0
3232,0
3233,0
3234,0
3238,1
3246,0
3247,0
3250,0
3251,0
3254,0
3257,1
3258,0
3261,1
3267,0
3268,0
3269,0
3271,1
3272,0
3273,1
3279,1
3290,0
3291,0
3293,1
3294,0
3298,0
3305,1
3306,1
3307,1
3310,0
3313,0
3314,0
3315,1
3316,1
3321,1
3325,0
3326,0
3327,1
3330,1
3331,0
3332,1
3333,0
3343,0
3344,0
3348,0
3349,0
3350,0
3352,1
3353,0
3354,0
3358,1
3360,1
3366,0
3371,1
3374,0
3375,0
3378,1
3382,1
3384,1
3385,0
3386,1
3392,1
3399,1
3407,1
3409,0
3416,1
3420,1
3422,0
3424,0
3426,0
3427,1
3434,1
3438,0
3441,0
3442,0
3443,0
3444,0
3449,1
3453,0
3454,1
3456,0
3457,1
3458,1
3461,0
3467,1
3479,0
3488,1
3491,0
3496,1
3502,0
3507,0
3511,1
3515,0
3516,1
3538,0
3539,1
3541,1
3545,0
3546,0
3547,0
3551,1
3553,0
3556,1
3558,0
3559,1
3561,1
3562,1
3563,0
3564,0
3571,0
3574,0
3576,0
3577,1
3579,0
3580,1
3586,1
3590,0
3599,0
3600,0
3601,0
3605,0
3606,1
3612,0
3614,0
3615,0
3616,1
3620,0
3622,0
3624,0
3630,0
3644,0
3649,0
3651,1
3654,1
3665,0
3668,1
3671,0
3672,0
3673,0
3677,1
3678,1
3687,1
3688,0
3693,0
3698,1
3699,0
3701,1
3703,0
3706,1
3707,1
3709,0
3711,0
3714,1
3716,0
3720,0
3728,0
3731,0
3732,0
3733,0
3734,1
3740,1
3746,1
3749,0
3751,0
3755,1
3757,1
3762,0
3767,0
3769,0
3779,1
3781,1
3782,1
3783,1
3784,0
3790,1
3791,0
3792,1
3794,0
3799,0
3801,0
3804,0
3808,0
3809,0
3811,0
3813,0
3817,0
3818,0
3823,1
3843,1
3844,1
3846,0
3847,1
3852,0
3854,1
3856,1
3863,0
3865,0
3867,0
3871,1
3872,0
3878,1
3880,0
3881,1
3882,0
3883,0
3884,0
3885,0
3886,1
3890,0
3891,1
3898,1
3902,1
3909,1
3910,0
3912,0
3915,0
3918,0
3920,1
3925,0
3928,1
3929,0
3930,1
3931,1
3934,0
3939,0
3941,0
3942,1
3943,1
3946,1
3963,0
3965,0
3966,0
3971,1
3972,1
3974,0
3976,0
3978,0
3981,0
3985,0
3986,1
3987,0
3988,0
3991,1
3999,1
4001,1
4002,1
4004,0
4007,1
4009,0
4013,1
4015,0
4016,0
4023,0
4031,1
4035,0
4036,1
4037,0
4040,1
4048,0
4053,0
4056,0
4059,0
4066,0
4067,0
4069,1
4070,0
4071,1
4073,0
4074,0
4075,1
4082,0
4090,0
4099,1
4102,0
4106,1
4109,0
4110,0
4115,0
4118,1
4120,0
4125,0
4126,0
4130,0
4134,0
4136,0
4137,0
4144,0
4148,0
4151,1
4155,0
4162,0
4165,1
4169,0
4174,0
4179,0
4185,0
4186,1
4187,1
4188,1
4190,0
4192,0
4193,0
4194,1
4195,1
4196,0
4207,1
4208,1
4215,0
4217,0
4222,1
4223,1
4226,0
4228,0
4229,1
4231,1
4234,0
4236,0
4249,1
4254,0
4258,0
4259,1
4263,0
4267,0
4277,0
4278,1
4280,1
4283,0
4285,0
4286,1
4287,1
4290,0
4291,1
4294,0
4302,1
4308,0
4310,0
4311,0
4315,1
4316,0
4319,1
4331,1
4338,0
4339,0
4340,0
4344,1
4346,1
4347,0
4360,1
4364,0
4367,0
4369,0
4370,1
4371,0
4380,1
4386,1
4389,0
4390,0
4394,0
4399,1
4400,0
4404,0
4409,0
4414,1
4417,1
4418,1
4419,0
4420,1
4422,0
4429,1
4431,1
4433,1
4434,1
4439,0
4443,0
4446,0
4447,1
4453,1
4460,0
4461,0
4462,1
4467,0
4469,0
4473,0
4474,1
4475,0
4477,1
4481,0
4483,1
4484,0
4485,0
4495,1
4497,1
4500,0
4501,0
4502,1
4505,1
4506,0
4510,0
4512,1
4513,0
4532,0
4535,0
4536,0
4540,0
4545,0
4552,1
4554,1
4555,0
4558,0
4559,0
4560,0
4566,0
4570,0
4572,1
4574,1
4581,0
4583,0
4586,1
4591,0
4594,0
4603,0
4605,1
4612,1
4613,0
4615,0
4618,0
4621,1
4623,0
4626,0
4629,1
4633,0
4636,0
4638,0
4640,1
4643,1
4645,0
4647,0
4648,1
4651,0
4652,0
4653,0
4654,0
4660,0
4662,0
4663,0
4665,1
4668,0
4676,1
4683,0
4685,1
4686,0
4701,1
4718,0
4721,0
4727,0
4728,1
4733,0
4741,0
4743,0
4746,0
4751,0
4756,0
4761,0
4763,1
4764,0
4767,1
4772,0
4776,0
4780,1
4781,0
4792,0
4796,0
4801,0
4804,1
4805,1
4806,0
4811,0
4815,0
4816,1
4817,0
4818,0
4822,0
4824,1
4827,0
4837,0
4838,0
4839,1
4841,1
4851,0
4855,0
4861,1
4862,1
4863,0
4865,0
4871,0
4873,0
4880,0
4885,1
4886,1
4902,1
4904,0
4907,0
4916,1
4921,1
4925,0
4927,0
4928,1
4930,0
4932,1
4933,0
4937,1
4939,0
4941,0
4942,1
4947,0
4949,0
4950,0
4956,0
4960,1
4963,1
4965,1
4976,0
4977,1
4987,1
4991,0
4994,0
4999,0
5003,0
5006,0
5009,0
5011,0
5012,0
5014,0
5020,1
5021,1
5023,1
5026,1
5030,0
5031,0
5036,0
5042,0
5045,0
5048,0
5051,0
5053,1
5054,0
5057,1
5058,0
5066,1
5070,1
5077,0
5081,0
5084,0
5086,0
5090,0
5091,0
5093,0
5100,1
5108,0
5111,0
5112,0
5118,0
5121,1
5123,1
5129,0
5133,0
5143,1
5147,1
5151,0
5156,1
5158,1
5161,1
5163,0
5167,1
5173,0
5205,0
5214,1
5215,0
5216,1
5217,0
5225,1
5237,1
5239,1
5240,0
5241,0
5246,0
5250,0
5253,0
5258,1
5261,1
5268,1
5275,0
5277,0
5279,0
5288,1
5289,1
5294,0
5303,0
5307,0
5311,1
5312,0
5314,0
5318,0
5327,0
5329,0
5333,0
5334,0
5340,1
5348,0
5358,0
5360,1
5361,0
5363,0
5364,0
5369,0
5370,0
5374,1
5376,1
5388,1
5390,0
5393,0
5394,0
5395,1
5398,0
5399,0
5401,0
5402,0
5405,1
5414,0
5415,0
5419,1
5421,0
5422,1
5424,0
5427,1
5429,0
5431,0
5433,0
5434,0
5435,0
5436,0
5438,0
5440,0
5441,0
5447,1
5451,0
5453,0
5456,0
5457,0
5463,1
5464,1
5470,1
5472,0
5474,1
5478,1
5483,0
5490,1
5500,0
5504,0
5508,0
5511,0
5512,0
5513,0
5516,0
5523,1
5527,0
5530,0
5533,0
5536,1
5537,0
5542,1
5543,1
5546,0
5549,1
5550,0
5551,0
5562,1
5566,1
5568,0
5571,1
5572,0
5574,1
5583,0
5585,0
5591,0
5596,0
5597,0
5601,0
5606,1
5607,1
5610,0
5615,0
5616,0
5623,0
5630,0
5636,0
5637,1
5639,0
5640,1
5643,0
5648,0
5649,0
5660,1
5666,1
5667,1
5678,0
5679,0
5681,0
5682,0
5691,1
5696,0
5697,0
5700,1
5701,0
5702,1
5708,1
5709,1
5718,0
5723,1
5725,1
5728,0
5731,1
5735,0
5737,0
5738,1
5742,0
5747,0
5749,0
5750,1
5755,0
5756,1
5761,0
5762,0
5767,1
5768,0
5770,1
5773,1
5774,1
5779,1
5782,0
5785,0
5786,0
5787,0
5788,0
5796,1
5802,0
5806,1
5809,1
5810,1
5811,0
5813,1
5820,1
5823,0
5830,0
5831,1
5838,1
5839,0
5844,0
5846,0
5851,0
5852,0
5857,0
5859,1
5860,1
5862,1
5865,0
5866,0
5871,1
5872,1
5877,1
5878,0
5879,1
5880,1
5895,0
5897,1
5910,0
5914,1
5915,1
5917,1
5924,0
5926,0
5931,0
5936,0
5940,0
5941,0
5945,0
5946,0
5948,0
5951,0
5967,1
5968,0
5969,0
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,0
5993,0
5994,1
6005,1
6006,0
6008,0
6010,1
6011,0
6014,0
6016,0
6018,0
6021,1
6025,1
6028,1
6029,1
6035,1
6040,1
6042,0
6044,1
6046,0
6052,0
6054,0
6062,0
6063,0
6067,0
6068,1
6077,0
6079,0
6080,0
6081,0
6082,0
6089,0
6095,1
6101,0
6107,0
6114,1
6117,0
6121,1
6122,1
6124,1
6129,0
6131,1
6136,0
6139,1
6142,0
6143,0
6144,0
6149,0
6155,0
6157,1
6158,1
6161,0
6168,0
6172,1
6176,0
6177,0
6179,0
6180,1
6182,0
6186,0
6189,1
6190,0
6194,0
6204,0
6205,0
6209,1
6210,0
6212,0
6214,1
6221,0
6225,0
6228,1
6229,1
6231,1
6235,0
6236,0
6237,1
6238,1
6239,0
6242,0
6249,1
6250,0
6251,0
6252,0
6260,0
6264,0
6266,1
6270,0
6275,0
6279,0
6280,1
6284,0
6285,0
6286,0
6287,0
6288,1
6289,0
6290,1
6291,1
6295,0
6298,0
6307,0
6308,1
6309,1
6313,0
6316,0
6319,0
6321,0
6324,0
6327,0
6333,1
6351,0
6352,0
6353,1
6357,0
6359,1
6360,0
6364,0
6367,1
6368,1
6377,1
6378,0
6379,0
6381,0
6390,1
6401,0
6408,0
6409,1
6411,1
6419,0
6424,1
6426,0
6428,0
6431,0
6432,0
6433,0
6435,0
6437,0
6439,1
6442,1
6444,1
6447,1
6456,0
6457,1
6460,0
6468,0
6471,0
6475,0
6476,1
6479,1
6483,1
6487,0
6488,1
6489,0
6496,1
6498,0
6502,1
6503,1
6507,1
6508,1
6509,0
6517,0
6521,0
6522,0
6524,0
6526,1
6531,0
6533,0
6538,1
6539,0
6544,1
6557,1
6558,1
6562,0
6563,0
6564,0
6574,0
6578,0
6581,0
6584,1
6587,0
6589,1
6590,0
6592,1
6595,1
6599,0
6600,0
6606,0
6609,0
6612,1
6615,0
6618,0
6620,1
6623,0
6633,0
6639,0
6640,1
6641,1
6645,0
6650,1
6651,1
6652,0
6657,0
6659,0
6666,0
6671,0
6673,0
6674,0
6677,0
6680,0
6684,0
6685,0
6691,0
6692,0
6696,1
6698,0
6704,0
6705,0
6710,0
6713,0
6715,1
6717,0
6718,0
6720,1
6728,0
6732,1
6733,1
6739,1
6740,1
6741,0
6743,1
6747,1
6750,0
6752,1
6753,1
6755,1
6761,0
6763,0
6768,1
6770,0
6771,1
6777,1
6778,1
6780,0
6782,0
6786,1
6791,0
6797,0
6798,0
6803,0
6805,1
6812,1
6816,0
6818,0
6822,1
6825,1
6826,1
6827,1
6829,0
6831,1
6836,1
6838,0
6840,1
6842,0
6846,0
6851,0
6853,0
6856,1
6859,1
6865,1
6866,0
6868,0
6869,1
6871,0
6873,1
6886,1
6887,0
6888,0
6889,0
6891,0
6894,1
6895,1
6899,0
6901,1
6902,0
6904,1
6906,0
6922,0
6923,0
6924,1
6927,0
6934,0
6938,1
6941,1
6942,0
6944,1
6947,0
6952,0
6957,0
6958,1
6964,0
6968,0
6969,0
6976,0
6982,0
6986,0
6987,0
6989,0
6991,0
6993,0
6995,1
6997,1
7000,0
7003,1
7004,0
7007,0
7011,0
7014,0
7016,1
7017,1
7020,1
7022,0
7028,0
7033,0
7034,1
7035,1
7038,0
7040,1
7041,0
7042,1
7045,0
7049,0
7055,1
7057,0
7062,1
7064,0
7066,0
7067,0
7072,0
7079,1
7082,0
7083,1
7084,0
7085,0
7087,0
7090,0
7094,0
7096,1
7099,1
7100,0
7101,0
7102,0
7103,1
7107,0
7110,0
7113,0
7117,0
7119,0
7123,1
7127,1
7133,0
7139,0
7143,0
7145,1
7151,0
7152,0
7153,1
7156,1
7162,0
7170,0
7172,1
7177,0
7181,0
7182,1
7189,0
7190,0
7200,0
7207,0
7209,0
7212,0
7216,1
7217,0
7219,0
7220,0
7222,1
7225,0
7233,0
7237,0
7238,0
7239,1
7240,0
7243,0
7245,0
7246,0
7249,0
7257,0
7258,1
7259,0
7262,1
7263,1
7269,0
7271,0
7273,0
7276,0
7279,0
7282,1
7284,0
7293,0
7298,0
7303,0
7304,0
7305,0
7308,1
7313,1
7314,1
7321,1
7322,1
7327,1
7333,0
7336,0
7339,0
7341,0
7346,1
7347,0
7349,1
7351,0
7353,0
7363,0
7364,1
7368,1
7370,1
7375,0
7376,0
7379,1
7382,0
7384,0
7385,0
7387,0
7388,0
7389,0
7394,0
7396,0
7398,0
7399,0
7401,0
7404,1
7406,0
7409,0
7411,0
7417,0
7420,0
7422,0
7423,0
7427,0
7429,1
7432,1
7435,1
7436,0
7440,1
7441,0
7445,0
7448,0
7449,1
7450,0
7454,1
7455,0
7460,0
7462,1
7464,0
7466,0
7468,1
7469,1
7471,0
7472,0
7483,0
7484,1
7485,0
7486,0
7487,1
7489,1
7492,0
7495,0
7499,0
7500,0
7506,0
7508,0
7509,0
7511,0
7516,0
7524,1
7538,1
7539,0
7541,0
7546,1
7549,0
7562,0
7564,1
7567,0
7572,0
7574,1
7575,0
7586,0
7592,0
7596,1
7597,0
7599,0
7606,1
7615,1
7618,1
7620,0
7624,0
7625,1
7629,1
7632,0
7636,0
7637,0
7646,0
7655,1
7658,0
7660,1
7664,1
7665,1
7666,0
7667,0
7673,1
7676,0
7682,0
7684,1
7690,0
7697,0
7700,0
7704,1
7705,0
7706,0
7708,1
7709,1
7710,0
7713,1
7716,0
7726,0
7729,0
7730,0
7732,0
7734,0
7740,1
7741,0
7745,0
7757,0
7762,1
7770,0
7776,1
7777,0
7778,0
7779,1
7782,0
7786,0
7791,0
7792,1
7794,1
7795,0
7796,0
7798,1
7805,0
7806,0
7808,1
7811,0
7814,1
7819,0
7820,0
7825,0
7829,1
7834,0
7836,0
7838,1
7841,1
7845,0
7846,1
7853,1
7856,0
7858,0
7859,0
7866,0
7875,0
7879,0
7884,0
7886,1
7890,0
7892,1
7896,0
7899,0
7900,0
7901,0
7904,1
7911,0
7917,0
7919,0
7920,0
7921,0
7922,1
7925,0
7927,1
7928,1
7931,0
7942,0
7946,1
7947,1
7948,0
7951,1
7956,1
7961,1
7964,0
7966,1
7967,0
7974,1
7975,0
7979,0
7985,1
7986,0
7993,0
7995,1
7997,0
7998,1
8004,0
8007,0
8011,1
8014,0
8022,0
8027,1
8033,1
8041,0
8042,1
8046,0
8048,0
8050,1
8051,0
8052,0
8053,0
8054,0
8059,1
8063,1
8072,0
8075,0
8076,0
8077,0
8078,0
8080,1
8082,0
8086,0
8090,1
8092,0
8093,0
8099,0
8104,0
8107,0
8108,1
8114,0
8115,1
8117,0
8123,0
8124,0
8127,1
8132,0
8134,1
8139,1
8145,0
8148,0
8151,1
8152,0
8153,0
8157,0
8160,0
8166,0
8167,0
8173,0
8174,1
8178,0
8179,0
8185,0
8186,1
8192,0
8193,0
8194,0
8197,1
8198,1
8199,0
8200,0
8206,1
8207,0
8220,0
8222,0
8227,0
8228,0
8229,0
8230,0
8233,0
8248,0
8249,1
8255,0
8260,1
8263,1
8265,1
8268,0
8269,1
8272,0
8273,0
8275,1
8277,0
8281,0
8282,0
8290,1
8293,0
8299,1
8302,1
8303,1
8305,0
8306,0
8307,0
8308,0
8313,0
8316,0
8319,1
8322,0
8323,1
8325,1
8326,0
8327,1
8328,0
8331,1
8333,0
8336,0
8338,0
8340,0
8342,0
8343,1
8353,0
8354,1
8357,0
8358,0
8359,0
8373,0
8376,0
8379,1
8380,0
8381,0
8384,0
8395,0
8398,0
8403,0
8407,1
8413,1
8417,1
8420,0
8421,1
8424,0
8426,0
8427,0
8438,0
8439,0
8442,0
8449,1
8456,0
8460,1
8462,1
8465,0
8466,0
8467,1
8469,0
8470,0
8474,0
8479,0
8481,1
8482,1
8485,0
8488,0
8492,0
8493,0
8495,1
8499,0
8501,1
8519,0
8521,0
8525,1
8527,0
8529,0
8532,0
8534,0
8535,1
8537,1
8544,0
8548,0
8549,1
8552,0
8554,0
8563,1
8564,0
8565,0
8566,1
8568,1
8569,1
8573,0
8583,0
8588,1
8590,1
8592,1
8593,0
8594,0
8597,1
8600,0
8601,1
8602,0
8603,0
8604,0
8605,1
8611,0
8614,0
8616,1
8617,1
8619,1
8626,1
8629,0
8630,0
8632,1
8634,0
8641,1
8645,0
8649,0
8652,1
8666,1
8671,0
8672,1
8675,0
8678,0
8679,0
8682,0
8687,0
8701,0
8703,0
8707,0
8713,0
8716,1
8719,0
8725,1
8730,0
8731,0
8748,0
8749,0
8756,0
8764,0
8765,0
8769,1
8771,0
8772,0
8773,0
8779,0
8792,1
8794,0
8796,0
8798,0
8803,1
8807,0
8809,0
8811,1
8813,1
8814,0
8818,1
8819,1
8820,1
8821,0
8822,0
8824,1
8826,0
8827,0
8828,1
8833,1
8834,0
8845,0
8847,0
8849,0
8861,1
8867,0
8868,0
8870,0
8873,0
8874,1
8876,0
8877,1
8879,1
8882,1
8884,0
8889,0
8891,0
8894,1
8895,1
8897,1
8898,0
8901,0
8904,1
8909,1
8910,1
8911,0
8915,0
8917,0
8918,0
8919,0
8922,0
8925,1
8928,0
8929,0
8930,0
8932,0
8937,1
8940,1
8943,1
8950,0
8951,0
8954,1
8958,1
8960,1
8964,1
8975,0
8977,0
8981,1
8982,0
8984,0
8988,0
8990,1
8991,0
8995,1
8997,0
9003,0
9004,0
9010,0
9011,0
9013,0
9014,0
9015,1
9017,0
9019,1
9021,0
9024,1
9032,1
9035,0
9036,0
9037,0
9043,0
9046,0
9048,0
9049,0
9050,0
9056,0
9063,0
9065,0
9066,1
9068,1
9069,0
9070,1
9073,0
9076,1
9091,0
9092,1
9104,1
9105,1
9108,0
9111,1
9115,0
9117,1
9122,1
9125,0
9127,1
9129,1
9133,0
9136,0
9138,0
9140,0
9147,0
9150,1
9152,0
9153,1
9155,1
9158,0
9160,0
9163,0
9165,0
9167,1
9168,0
9170,0
9176,1
9178,0
9184,1
9186,0
9188,1
9189,0
9190,1
9196,0
9198,1
9199,0
9200,1
9201,0
9202,0
9204,0
9205,0
9213,0
9214,1
9224,0
9227,0
9228,1
9229,0
9234,0
9236,1
9241,1
9243,1
9245,1
9256,1
9258,1
9261,1
9274,0
9279,1
9282,0
9284,0
9285,0
9291,1
9295,0
9299,0
9302,0
9304,1
9305,1
9306,0
9310,0
9312,0
9316,1
9318,1
9323,0
9326,1
9327,1
9328,0
9331,0
9335,0
9336,1
9340,0
9349,1
9352,0
9353,0
9354,1
9356,0
9357,1
9358,0
9359,0
9364,1
9366,1
9369,0
9370,1
9379,0
9381,0
9383,0
9389,1
9390,0
9392,0
9394,1
9398,1
9399,1
9400,0
9407,0
9409,0
9412,0
9413,1
9415,1
9419,0
9423,1
9424,0
9426,1
9427,0
9428,0
9429,0
9433,0
9437,1
9440,1
9442,0
9443,0
9444,0
9447,0
9459,0
9461,1
9462,1
9464,1
9473,0
9475,0
9476,0
